time,open,high,low,close,volume
2020-03-04 19:58:00,7.01,7.01,7.01,7.01,3950
2020-03-04 19:57:00,7.02,7.02,7.02,7.02,160
2020-03-04 19:56:00,7.02,7.02,7.02,7.02,1051
2020-03-04 19:51:00,7.02,7.02,7.02,7.02,200
2020-03-04 19:48:00,7.01,7.01,7.01,7.01,120
2020-03-04 19:41:00,7.02,7.02,7.02,7.02,100
2020-03-04 19:39:00,7.02,7.02,7.02,7.02,200
2020-03-04 19:35:00,7.01,7.01,7.01,7.01,100
2020-03-04 19:23:00,7.01,7.01,7.0,7.0,7000
2020-03-04 19:18:00,7.02,7.02,7.02,7.02,284
2020-03-04 19:12:00,7.02,7.02,7.02,7.02,100
2020-03-04 19:10:00,7.02,7.02,7.02,7.02,200
2020-03-04 19:01:00,7.02,7.02,7.02,7.02,700
2020-03-04 18:56:00,7.02,7.02,7.02,7.02,1000
2020-03-04 18:54:00,7.02,7.02,7.02,7.02,300
2020-03-04 18:42:00,7.02,7.02,7.02,7.02,188
2020-03-04 18:37:00,7.01,7.01,7.01,7.01,525
2020-03-04 18:32:00,7.02,7.02,7.01,7.01,2775
2020-03-04 18:27:00,7.03,7.03,7.03,7.03,700
2020-03-04 18:15:00,7.02,7.02,7.01,7.01,6000
2020-03-04 18:09:00,7.02,7.02,7.02,7.02,398
2020-03-04 18:05:00,7.03,7.03,7.03,7.03,2000
2020-03-04 18:00:00,7.03,7.05,7.03,7.05,6366
2020-03-04 17:59:00,7.03,7.03,7.03,7.03,167
2020-03-04 17:56:00,7.0201,7.0201,7.0201,7.0201,1031
2020-03-04 17:55:00,7.0201,7.03,7.02,7.03,1622
2020-03-04 17:52:00,7.03,7.03,7.03,7.03,545
2020-03-04 17:50:00,7.02,7.02,7.02,7.02,525
2020-03-04 17:49:00,7.03,7.03,7.03,7.03,1314
2020-03-04 17:47:00,7.03,7.03,7.02,7.02,443
2020-03-04 17:46:00,7.0201,7.03,7.02,7.03,616
2020-03-04 17:45:00,7.03,7.03,7.0299,7.03,705
2020-03-04 17:42:00,7.03,7.03,7.03,7.03,171
2020-03-04 17:39:00,7.03,7.03,7.03,7.03,242
2020-03-04 17:38:00,7.03,7.03,7.02,7.02,10174
2020-03-04 17:37:00,7.03,7.03,7.03,7.03,1008
2020-03-04 17:36:00,7.02,7.03,7.02,7.03,3799
2020-03-04 17:35:00,7.03,7.03,7.03,7.03,2517
2020-03-04 17:33:00,7.03,7.03,7.03,7.03,324
2020-03-04 17:31:00,7.03,7.03,7.03,7.03,235
2020-03-04 17:30:00,7.02,7.02,7.02,7.02,485
2020-03-04 17:28:00,7.03,7.03,7.03,7.03,369
2020-03-04 17:27:00,7.03,7.03,7.03,7.03,351
2020-03-04 17:26:00,7.0298,7.03,7.0298,7.03,384
2020-03-04 17:25:00,7.03,7.03,7.0298,7.0298,3216
2020-03-04 17:23:00,7.02,7.02,7.02,7.02,194
2020-03-04 17:17:00,7.03,7.03,7.03,7.03,114
2020-03-04 17:16:00,7.03,7.03,7.03,7.03,10066
2020-03-04 17:15:00,7.03,7.03,7.03,7.03,200
2020-03-04 17:13:00,7.03,7.03,7.03,7.03,306
2020-03-04 17:10:00,7.03,7.03,7.03,7.03,5025
2020-03-04 17:07:00,7.03,7.03,7.03,7.03,1207
2020-03-04 17:01:00,7.0298,7.0298,7.0298,7.0298,208
2020-03-04 17:00:00,7.0298,7.0298,7.0298,7.0298,5091
2020-03-04 16:59:00,7.0299,7.0299,7.0299,7.0299,5027
2020-03-04 16:58:00,7.0298,7.0298,7.02,7.02,273
2020-03-04 16:57:00,7.0299,7.03,7.0299,7.03,685
2020-03-04 16:54:00,7.02,7.02,7.02,7.02,307
2020-03-04 16:53:00,7.03,7.03,7.02,7.02,1941
2020-03-04 16:52:00,7.03,7.03,7.03,7.03,2121
2020-03-04 16:50:00,7.03,7.03,7.03,7.03,150
2020-03-04 16:49:00,7.0298,7.0298,7.0298,7.0298,444
2020-03-04 16:48:00,7.03,7.03,7.03,7.03,1053
2020-03-04 16:47:00,7.02,7.02,7.02,7.02,6033
2020-03-04 16:46:00,7.03,7.03,7.03,7.03,161
2020-03-04 16:45:00,7.0298,7.0298,7.0298,7.0298,273
2020-03-04 16:42:00,7.02,7.08,7.02,7.02,4296
2020-03-04 16:39:00,7.0298,7.0298,7.0298,7.0298,148
2020-03-04 16:36:00,7.0298,7.0298,7.0298,7.0298,195146
2020-03-04 16:35:00,7.03,7.03,7.0298,7.03,22257
